_id,Month,Country,HBT,DepartmentType,Age,AgeQF,Sex,SexQF,Deprivation,DeprivationQF,NumberOfAttendances
369,201801,S92000003,S08000020,Type 1,25-39,"",Female,"",,:,2
370,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",1,"",69
371,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",2,"",181
372,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",3,"",153
373,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",4,"",154
374,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",5,"",168
375,201801,S92000003,S08000020,Type 1,25-39,"",Male,"",,:,4
376,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",1,"",74
377,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",2,"",179
378,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",3,"",206
379,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",4,"",272
380,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",5,"",248
381,201801,S92000003,S08000020,Type 1,40-64,"",Female,"",,:,2
382,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",1,"",87
383,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",2,"",225
384,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",3,"",209
385,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",4,"",273
386,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",5,"",261
387,201801,S92000003,S08000020,Type 1,40-64,"",Male,"",,:,4
388,201801,S92000003,S08000020,Type 1,65-74,"",Female,"",1,"",14
389,201801,S92000003,S08000020,Type 1,65-74,"",Female,"",2,"",69
390,201801,S92000003,S08000020,Type 1,65-74,"",Female,"",3,"",68
391,201801,S92000003,S08000020,Type 1,65-74,"",Female,"",4,"",106
392,201801,S92000003,S08000020,Type 1,65-74,"",Female,"",5,"",91
393,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",1,"",27
394,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",2,"",71
395,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",3,"",75
396,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",4,"",110
397,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",5,"",83
398,201801,S92000003,S08000020,Type 1,65-74,"",Male,"",,:,1
399,201801,S92000003,S08000020,Type 1,75 plus,"",Female,"",1,"",17
400,201801,S92000003,S08000020,Type 1,75 plus,"",Female,"",2,"",105
401,201801,S92000003,S08000020,Type 1,75 plus,"",Female,"",3,"",140
402,201801,S92000003,S08000020,Type 1,75 plus,"",Female,"",4,"",149
403,201801,S92000003,S08000020,Type 1,75 plus,"",Female,"",5,"",190
404,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",1,"",8
405,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",2,"",72
406,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",3,"",110
407,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",4,"",133
408,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",5,"",128
409,201801,S92000003,S08000020,Type 1,75 plus,"",Male,"",,:,1
410,201801,S92000003,S08000020,Type 1,Under 18,"",Female,"",1,"",55
411,201801,S92000003,S08000020,Type 1,Under 18,"",Female,"",2,"",144
412,201801,S92000003,S08000020,Type 1,Under 18,"",Female,"",3,"",100
413,201801,S92000003,S08000020,Type 1,Under 18,"",Female,"",4,"",205
414,201801,S92000003,S08000020,Type 1,Under 18,"",Female,"",5,"",235
415,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",1,"",75
416,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",2,"",183
417,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",3,"",135
418,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",4,"",222
419,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",5,"",281
420,201801,S92000003,S08000020,Type 1,Under 18,"",Male,"",,:,2
421,201801,S92000003,S08000020,Type 1,"",:,"",:,,:,202
422,201801,S92000003,S08000022,Type 1,18-24,"",Female,"",1,"",37
423,201801,S92000003,S08000022,Type 1,18-24,"",Female,"",2,"",42
424,201801,S92000003,S08000022,Type 1,18-24,"",Female,"",3,"",69
425,201801,S92000003,S08000022,Type 1,18-24,"",Female,"",4,"",48
426,201801,S92000003,S08000022,Type 1,18-24,"",Female,"",5,"",13
427,201801,S92000003,S08000022,Type 1,18-24,"",Male,"",1,"",27
428,201801,S92000003,S08000022,Type 1,18-24,"",Male,"",2,"",35
429,201801,S92000003,S08000022,Type 1,18-24,"",Male,"",3,"",45
430,201801,S92000003,S08000022,Type 1,18-24,"",Male,"",4,"",68
431,201801,S92000003,S08000022,Type 1,18-24,"",Male,"",5,"",21
432,201801,S92000003,S08000022,Type 1,25-39,"",Female,"",1,"",59
433,201801,S92000003,S08000022,Type 1,25-39,"",Female,"",2,"",86
434,201801,S92000003,S08000022,Type 1,25-39,"",Female,"",3,"",103
435,201801,S92000003,S08000022,Type 1,25-39,"",Female,"",4,"",101
436,201801,S92000003,S08000022,Type 1,25-39,"",Female,"",5,"",22
437,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",1,"",71
438,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",2,"",109
439,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",3,"",108
440,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",4,"",122
441,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",5,"",37
442,201801,S92000003,S08000022,Type 1,25-39,"",Male,"",,:,1
443,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",1,"",78
444,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",2,"",151
445,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",3,"",182
446,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",4,"",164
447,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",5,"",45
448,201801,S92000003,S08000022,Type 1,40-64,"",Female,"",,:,4
449,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",1,"",76
450,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",2,"",162
451,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",3,"",179
452,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",4,"",196
453,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",5,"",54
454,201801,S92000003,S08000022,Type 1,40-64,"",Male,"",,:,2
455,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",1,"",17
456,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",2,"",45
457,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",3,"",75
458,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",4,"",59
459,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",5,"",17
460,201801,S92000003,S08000022,Type 1,65-74,"",Female,"",,:,1
461,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",1,"",29
462,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",2,"",67
463,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",3,"",80
464,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",4,"",86
465,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",5,"",20
466,201801,S92000003,S08000022,Type 1,65-74,"",Male,"",,:,2
467,201801,S92000003,S08000022,Type 1,75 plus,"",Female,"",1,"",46
468,201801,S92000003,S08000022,Type 1,75 plus,"",Female,"",2,"",98
469,201801,S92000003,S08000022,Type 1,75 plus,"",Female,"",3,"",97
470,201801,S92000003,S08000022,Type 1,75 plus,"",Female,"",4,"",145
471,201801,S92000003,S08000022,Type 1,75 plus,"",Female,"",5,"",41
472,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",1,"",26
473,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",2,"",50
474,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",3,"",121
475,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",4,"",94
476,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",5,"",14
477,201801,S92000003,S08000022,Type 1,75 plus,"",Male,"",,:,1
478,201801,S92000003,S08000022,Type 1,Under 18,"",Female,"",1,"",42
479,201801,S92000003,S08000022,Type 1,Under 18,"",Female,"",2,"",69
480,201801,S92000003,S08000022,Type 1,Under 18,"",Female,"",3,"",78
481,201801,S92000003,S08000022,Type 1,Under 18,"",Female,"",4,"",86
482,201801,S92000003,S08000022,Type 1,Under 18,"",Female,"",5,"",37
483,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",1,"",45
484,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",2,"",74
485,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",3,"",105
486,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",4,"",99
487,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",5,"",40
488,201801,S92000003,S08000022,Type 1,Under 18,"",Male,"",,:,1
489,201801,S92000003,S08000022,Type 1,"",:,"",:,,:,175
490,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",1,"",168
491,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",2,"",246
492,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",3,"",154
493,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",4,"",116
494,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",5,"",152
495,201801,S92000003,S08000024,Type 1,18-24,"",Female,"",,:,4
496,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",1,"",120
497,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",2,"",183
498,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",3,"",130
499,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",4,"",109
500,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",5,"",162
501,201801,S92000003,S08000024,Type 1,18-24,"",Male,"",,:,1
502,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",1,"",338
503,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",2,"",414
504,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",3,"",269
505,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",4,"",218
506,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",5,"",250
507,201801,S92000003,S08000024,Type 1,25-39,"",Female,"",,:,6
508,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",1,"",330
509,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",2,"",399
510,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",3,"",278
511,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",4,"",192
512,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",5,"",200
513,201801,S92000003,S08000024,Type 1,25-39,"",Male,"",,:,8
514,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",1,"",432
515,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",2,"",602
516,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",3,"",392
517,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",4,"",307
518,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",5,"",385
519,201801,S92000003,S08000024,Type 1,40-64,"",Female,"",,:,4
520,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",1,"",477
521,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",2,"",568
522,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",3,"",386
523,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",4,"",314
524,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",5,"",334
525,201801,S92000003,S08000024,Type 1,40-64,"",Male,"",,:,5
526,201801,S92000003,S08000024,Type 1,65-74,"",Female,"",1,"",101
527,201801,S92000003,S08000024,Type 1,65-74,"",Female,"",2,"",175
528,201801,S92000003,S08000024,Type 1,65-74,"",Female,"",3,"",123
529,201801,S92000003,S08000024,Type 1,65-74,"",Female,"",4,"",97
530,201801,S92000003,S08000024,Type 1,65-74,"",Female,"",5,"",158
531,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",1,"",119
532,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",2,"",181
533,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",3,"",139
534,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",4,"",152
535,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",5,"",160
536,201801,S92000003,S08000024,Type 1,65-74,"",Male,"",,:,1
537,201801,S92000003,S08000024,Type 1,75 plus,"",Female,"",1,"",191
538,201801,S92000003,S08000024,Type 1,75 plus,"",Female,"",2,"",282
539,201801,S92000003,S08000024,Type 1,75 plus,"",Female,"",3,"",260
540,201801,S92000003,S08000024,Type 1,75 plus,"",Female,"",4,"",188
541,201801,S92000003,S08000024,Type 1,75 plus,"",Female,"",5,"",334
542,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",1,"",137
543,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",2,"",238
544,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",3,"",152
545,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",4,"",148
546,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",5,"",217
547,201801,S92000003,S08000024,Type 1,75 plus,"",Male,"",,:,3
548,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",1,"",469
549,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",2,"",546
550,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",3,"",361
551,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",4,"",420
552,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",5,"",570
553,201801,S92000003,S08000024,Type 1,Under 18,"",Female,"",,:,10
554,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",1,"",487
555,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",2,"",599
556,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",3,"",463
557,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",4,"",425
558,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",5,"",618
559,201801,S92000003,S08000024,Type 1,Under 18,"",Male,"",,:,9
560,201801,S92000003,S08000024,Type 1,"",:,"",:,,:,587
561,201801,S92000003,S08000024,Type 3,18-24,"",Female,"",1,"",34
562,201801,S92000003,S08000024,Type 3,18-24,"",Female,"",2,"",39
563,201801,S92000003,S08000024,Type 3,18-24,"",Female,"",3,"",36
564,201801,S92000003,S08000024,Type 3,18-24,"",Female,"",4,"",34
565,201801,S92000003,S08000024,Type 3,18-24,"",Female,"",5,"",71
566,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",1,"",24
567,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",2,"",36
568,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",3,"",37
569,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",4,"",29
570,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",5,"",63
571,201801,S92000003,S08000024,Type 3,18-24,"",Male,"",,:,1
572,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",1,"",67
573,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",2,"",63
574,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",3,"",61
575,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",4,"",45
576,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",5,"",96
577,201801,S92000003,S08000024,Type 3,25-39,"",Female,"",,:,3
578,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",1,"",62
579,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",2,"",90
580,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",3,"",71
581,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",4,"",78
582,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",5,"",133
583,201801,S92000003,S08000024,Type 3,25-39,"",Male,"",,:,5
584,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",1,"",85
585,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",2,"",141
586,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",3,"",104
587,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",4,"",115
588,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",5,"",210
589,201801,S92000003,S08000024,Type 3,40-64,"",Female,"",,:,5
590,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",1,"",90
591,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",2,"",101
592,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",3,"",92
593,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",4,"",100
594,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",5,"",197
595,201801,S92000003,S08000024,Type 3,40-64,"",Male,"",,:,1
596,201801,S92000003,S08000024,Type 3,65-74,"",Female,"",1,"",38
597,201801,S92000003,S08000024,Type 3,65-74,"",Female,"",2,"",46
598,201801,S92000003,S08000024,Type 3,65-74,"",Female,"",3,"",42
599,201801,S92000003,S08000024,Type 3,65-74,"",Female,"",4,"",40
600,201801,S92000003,S08000024,Type 3,65-74,"",Female,"",5,"",92
601,201801,S92000003,S08000024,Type 3,65-74,"",Male,"",1,"",32
602,201801,S92000003,S08000024,Type 3,65-74,"",Male,"",2,"",57
603,201801,S92000003,S08000024,Type 3,65-74,"",Male,"",3,"",40
604,201801,S92000003,S08000024,Type 3,65-74,"",Male,"",4,"",35
605,201801,S92000003,S08000024,Type 3,65-74,"",Male,"",5,"",62
606,201801,S92000003,S08000024,Type 3,75 plus,"",Female,"",1,"",47
607,201801,S92000003,S08000024,Type 3,75 plus,"",Female,"",2,"",90
608,201801,S92000003,S08000024,Type 3,75 plus,"",Female,"",3,"",51
609,201801,S92000003,S08000024,Type 3,75 plus,"",Female,"",4,"",64
610,201801,S92000003,S08000024,Type 3,75 plus,"",Female,"",5,"",153
611,201801,S92000003,S08000024,Type 3,75 plus,"",Male,"",1,"",30
612,201801,S92000003,S08000024,Type 3,75 plus,"",Male,"",2,"",77
613,201801,S92000003,S08000024,Type 3,75 plus,"",Male,"",3,"",63
614,201801,S92000003,S08000024,Type 3,75 plus,"",Male,"",4,"",53
615,201801,S92000003,S08000024,Type 3,75 plus,"",Male,"",5,"",118
616,201801,S92000003,S08000024,Type 3,Under 18,"",Female,"",1,"",9
617,201801,S92000003,S08000024,Type 3,Under 18,"",Female,"",2,"",14
618,201801,S92000003,S08000024,Type 3,Under 18,"",Female,"",3,"",9
619,201801,S92000003,S08000024,Type 3,Under 18,"",Female,"",4,"",15
620,201801,S92000003,S08000024,Type 3,Under 18,"",Female,"",5,"",46
621,201801,S92000003,S08000024,Type 3,Under 18,"",Male,"",1,"",16
622,201801,S92000003,S08000024,Type 3,Under 18,"",Male,"",2,"",22
623,201801,S92000003,S08000024,Type 3,Under 18,"",Male,"",3,"",11
624,201801,S92000003,S08000024,Type 3,Under 18,"",Male,"",4,"",13
625,201801,S92000003,S08000024,Type 3,Under 18,"",Male,"",5,"",71
626,201801,S92000003,S08000024,Type 3,"",:,"",:,,:,154
627,201801,S92000003,S08000025,Type 1,18-24,"",Female,"",2,"",2
628,201801,S92000003,S08000025,Type 1,18-24,"",Female,"",3,"",5
629,201801,S92000003,S08000025,Type 1,18-24,"",Female,"",4,"",10
630,201801,S92000003,S08000025,Type 1,18-24,"",Female,"",5,"",1
631,201801,S92000003,S08000025,Type 1,18-24,"",Male,"",1,"",2
632,201801,S92000003,S08000025,Type 1,18-24,"",Male,"",2,"",2
633,201801,S92000003,S08000025,Type 1,18-24,"",Male,"",3,"",2
634,201801,S92000003,S08000025,Type 1,18-24,"",Male,"",4,"",7
635,201801,S92000003,S08000025,Type 1,18-24,"",Male,"",,:,1
636,201801,S92000003,S08000025,Type 1,25-39,"",Female,"",1,"",1
637,201801,S92000003,S08000025,Type 1,25-39,"",Female,"",2,"",4
638,201801,S92000003,S08000025,Type 1,25-39,"",Female,"",3,"",12
639,201801,S92000003,S08000025,Type 1,25-39,"",Female,"",4,"",15
640,201801,S92000003,S08000025,Type 1,25-39,"",Female,"",5,"",7
641,201801,S92000003,S08000025,Type 1,25-39,"",Male,"",2,"",3
642,201801,S92000003,S08000025,Type 1,25-39,"",Male,"",3,"",16
643,201801,S92000003,S08000025,Type 1,25-39,"",Male,"",4,"",20
644,201801,S92000003,S08000025,Type 1,25-39,"",Male,"",5,"",5
645,201801,S92000003,S08000025,Type 1,40-64,"",Female,"",2,"",6
646,201801,S92000003,S08000025,Type 1,40-64,"",Female,"",3,"",22
647,201801,S92000003,S08000025,Type 1,40-64,"",Female,"",4,"",21
648,201801,S92000003,S08000025,Type 1,40-64,"",Female,"",5,"",3
649,201801,S92000003,S08000025,Type 1,40-64,"",Male,"",1,"",1
650,201801,S92000003,S08000025,Type 1,40-64,"",Male,"",2,"",6
651,201801,S92000003,S08000025,Type 1,40-64,"",Male,"",3,"",24
652,201801,S92000003,S08000025,Type 1,40-64,"",Male,"",4,"",38
653,201801,S92000003,S08000025,Type 1,40-64,"",Male,"",5,"",7
654,201801,S92000003,S08000025,Type 1,65-74,"",Female,"",2,"",4
655,201801,S92000003,S08000025,Type 1,65-74,"",Female,"",3,"",6
656,201801,S92000003,S08000025,Type 1,65-74,"",Female,"",4,"",6
657,201801,S92000003,S08000025,Type 1,65-74,"",Female,"",5,"",1
658,201801,S92000003,S08000025,Type 1,65-74,"",Male,"",2,"",7
659,201801,S92000003,S08000025,Type 1,65-74,"",Male,"",3,"",9
660,201801,S92000003,S08000025,Type 1,65-74,"",Male,"",4,"",15
661,201801,S92000003,S08000025,Type 1,75 plus,"",Female,"",2,"",4
662,201801,S92000003,S08000025,Type 1,75 plus,"",Female,"",3,"",25
663,201801,S92000003,S08000025,Type 1,75 plus,"",Female,"",4,"",19
664,201801,S92000003,S08000025,Type 1,75 plus,"",Female,"",5,"",1
665,201801,S92000003,S08000025,Type 1,75 plus,"",Male,"",2,"",4
666,201801,S92000003,S08000025,Type 1,75 plus,"",Male,"",3,"",15
667,201801,S92000003,S08000025,Type 1,75 plus,"",Male,"",4,"",16
668,201801,S92000003,S08000025,Type 1,75 plus,"",Male,"",5,"",2
669,201801,S92000003,S08000025,Type 1,Under 18,"",Female,"",2,"",7
670,201801,S92000003,S08000025,Type 1,Under 18,"",Female,"",3,"",6
671,201801,S92000003,S08000025,Type 1,Under 18,"",Female,"",4,"",20
672,201801,S92000003,S08000025,Type 1,Under 18,"",Female,"",5,"",8
673,201801,S92000003,S08000025,Type 1,Under 18,"",Male,"",2,"",3
674,201801,S92000003,S08000025,Type 1,Under 18,"",Male,"",3,"",11
675,201801,S92000003,S08000025,Type 1,Under 18,"",Male,"",4,"",11
676,201801,S92000003,S08000025,Type 1,Under 18,"",Male,"",5,"",4
677,201801,S92000003,S08000025,Type 1,"",:,"",:,,:,7
678,201801,S92000003,S08000026,Type 1,18-24,"",Female,"",2,"",2
679,201801,S92000003,S08000026,Type 1,18-24,"",Female,"",3,"",10
680,201801,S92000003,S08000026,Type 1,18-24,"",Female,"",4,"",19
681,201801,S92000003,S08000026,Type 1,18-24,"",Female,"",5,"",2
682,201801,S92000003,S08000026,Type 1,18-24,"",Male,"",2,"",1
683,201801,S92000003,S08000026,Type 1,18-24,"",Male,"",3,"",9
684,201801,S92000003,S08000026,Type 1,18-24,"",Male,"",4,"",24
685,201801,S92000003,S08000026,Type 1,18-24,"",Male,"",5,"",1
686,201801,S92000003,S08000026,Type 1,25-39,"",Female,"",2,"",2
687,201801,S92000003,S08000026,Type 1,25-39,"",Female,"",3,"",8
688,201801,S92000003,S08000026,Type 1,25-39,"",Female,"",4,"",27
689,201801,S92000003,S08000026,Type 1,25-39,"",Male,"",1,"",1
690,201801,S92000003,S08000026,Type 1,25-39,"",Male,"",2,"",1
691,201801,S92000003,S08000026,Type 1,25-39,"",Male,"",3,"",20
692,201801,S92000003,S08000026,Type 1,25-39,"",Male,"",4,"",28
693,201801,S92000003,S08000026,Type 1,25-39,"",Male,"",5,"",1
694,201801,S92000003,S08000026,Type 1,40-64,"",Female,"",2,"",4
695,201801,S92000003,S08000026,Type 1,40-64,"",Female,"",3,"",21
696,201801,S92000003,S08000026,Type 1,40-64,"",Female,"",4,"",56
697,201801,S92000003,S08000026,Type 1,40-64,"",Male,"",1,"",1
698,201801,S92000003,S08000026,Type 1,40-64,"",Male,"",2,"",3
699,201801,S92000003,S08000026,Type 1,40-64,"",Male,"",3,"",29
